58.91,40.21,0.0,0.0,abc
21.82,38.34,0.0,0.0,abc
57.66,53.96,0.0,0.0,abc
16.88,57.45,0.0,0.0,abc
20.7,26.82,0.0,0.0,abc
10.52,31.52,0.0,0.0,abc
22.36,16.7,0.0,0.0,abc
6.22,30.59,0.0,0.0,abc
42.43,18.25,0.0,0.0,abc
40.22,24.4,0.0,0.0,abc
13.95,56.49,0.0,0.0,abc
22.27,42.41,0.0,0.0,abc
17.59,14.57,0.0,0.0,abc
38.56,25.78,0.0,0.0,abc
58.46,39.78,0.0,0.0,abc
13.27,34.61,0.0,0.0,abc
12.48,9.97,0.0,0.0,abc
34.74,30.91,0.0,0.0,abc
40.15,33.37,0.0,0.0,abc
25.7,22.51,0.0,0.0,abc
36.82,36.45,0.0,0.0,abc
59.68,33.73,0.0,0.0,abc
60.15,15.89,0.0,0.0,abc
23.13,40.86,0.0,0.0,abc
21.44,23.23,0.0,0.0,abc
28.65,18.2,0.0,0.0,abc
21.3,53.13,0.0,0.0,abc
12.46,38.14,0.0,0.0,abc
48.4,54.37,0.0,0.0,abc
56.82,37.18,0.0,0.0,abc
25.7,54.65,0.0,0.0,abc
40.19,56.19,0.0,0.0,abc
23.28,29.02,0.0,0.0,abc
35.03,26.24,0.0,0.0,abc
39.99,19.9,0.0,0.0,abc
16.33,28.9,0.0,0.0,abc
58.81,37.17,0.0,0.0,abc
40.6,12.83,0.0,0.0,abc
16.66,57.48,0.0,0.0,abc
22.64,41.22,0.0,0.0,abc
25.05,55.59,0.0,0.0,abc
36.5,16.47,0.0,0.0,abc
18.89,13.71,0.0,0.0,abc
29.77,53.31,0.0,0.0,abc
19.4,52.5,0.0,0.0,abc
8.38,30.59,0.0,0.0,abc
34.15,39.18,0.0,0.0,abc
24.62,8.35,0.0,0.0,abc
34.99,38.57,0.0,0.0,abc
26.31,34.17,0.0,0.0,abc
32.63,20.95,0.0,0.0,abc
15.66,27.24,0.0,0.0,abc
21.44,14.21,0.0,0.0,abc
40.88,56.7,0.0,0.0,abc
18.14,9.03,0.0,0.0,abc
14.17,34.0,0.0,0.0,abc
16.4,56.74,0.0,0.0,abc
29.98,55.33,0.0,0.0,abc
24.17,21.56,0.0,0.0,abc
20.69,22.2,0.0,0.0,abc
14.24,40.07,0.0,0.0,abc
15.54,42.77,0.0,0.0,abc
27.27,15.27,0.0,0.0,abc
60.42,16.21,0.0,0.0,abc
7.66,25.28,0.0,0.0,abc
39.17,15.04,0.0,0.0,abc
47.1,53.89,0.0,0.0,abc
35.99,21.29,0.0,0.0,abc
31.12,10.99,0.0,0.0,abc
48.51,57.59,0.0,0.0,abc
25.35,39.53,0.0,0.0,abc
30.06,12.76,0.0,0.0,abc
33.44,6.96,0.0,0.0,abc
23.91,12.19,0.0,0.0,abc
6.67,23.71,0.0,0.0,abc
55.98,53.6,0.0,0.0,abc
16.39,55.39,0.0,0.0,abc
39.78,53.89,0.0,0.0,abc
64.56,25.91,0.0,0.0,abc
29.6,37.84,0.0,0.0,abc
23.39,37.01,0.0,0.0,abc
53.82,40.97,0.0,0.0,abc
30.44,42.4,0.0,0.0,abc
53.78,57.02,0.0,0.0,abc
58.23,15.86,0.0,0.0,abc
29.34,13.19,0.0,0.0,abc
23.27,21.57,0.0,0.0,abc
57.6,11.65,0.0,0.0,abc
49.1,57.15,0.0,0.0,abc
46.16,56.9,0.0,0.0,abc
40.32,15.31,0.0,0.0,abc
17.12,52.76,0.0,0.0,abc
